time,OD600,medium
0,0.09381752381083239,glucose
1,0.08567806735834561,glucose
2,0.09957061830407372,glucose
3,0.09825345049260122,glucose
4,0.10243085932671768,glucose
5,0.11543278763967844,glucose
6,0.12761500939623405,glucose
7,0.1507053869689459,glucose
8,0.19015343337497292,glucose
9,0.2337987822323309,glucose
10,0.28908118320670934,glucose
11,0.3531825441133886,glucose
12,0.41916643718427754,glucose
13,0.48498041114615476,glucose
14,0.5300188682963461,glucose
15,0.563205561247867,glucose
16,0.5746316694704308,glucose
17,0.6063744110975222,glucose
18,0.6001658996502812,glucose
19,0.6040791998157594,glucose
20,0.618377627796373,glucose
21,0.6158728468563285,glucose
22,0.6249426460286408,glucose
23,0.6280499697394648,glucose
24,0.618564939616157,glucose
0,0.0828579914775397,lactose
1,0.0990486395292215,lactose
2,0.09093590664664596,lactose
3,0.09075518392728121,lactose
4,0.09041869783298365,lactose
5,0.10129340936415895,lactose
6,0.10160562168204038,lactose
7,0.1209856071179187,lactose
8,0.15507821302005068,lactose
9,0.17519153802800996,lactose
10,0.20111070214383156,lactose
11,0.2405787922159177,lactose
12,0.29317282507130277,lactose
13,0.3281397319773871,lactose
14,0.3518488431643077,lactose
15,0.36090925570175025,lactose
16,0.38289110658661946,lactose
17,0.39551793267650204,lactose
18,0.39230927547085376,lactose
19,0.4011832748174341,lactose
20,0.4079541013716923,lactose
21,0.40493771672989637,lactose
22,0.4063244631889009,lactose
23,0.407675984806731,lactose
24,0.4129274903283716,lactose
0,0.08252816203993657,control
1,0.08389132264344522,control
2,0.0894615905177624,control
3,0.08369810741637362,control
4,0.08557575178375196,control
5,0.0917527795818233,control
6,0.08362733623277327,control
7,0.08805109589910318,control
8,0.09485470658593002,control
9,0.08804777023312796,control
10,0.08478404107743213,control
11,0.09461936701151873,control
12,0.08450951344085918,control
13,0.0918575542204213,control
14,0.08636966162332689,control
15,0.08868317482376327,control
16,0.08752517267913507,control
17,0.08661180980622654,control
18,0.08569283686209062,control
19,0.09091246999919339,control
20,0.08305306837508691,control
21,0.09257093383243216,control
22,0.08547453379386703,control
23,0.09169598248533808,control
24,0.08887366109371372,control
