time,OD600,medium
0,0.09537769576625857,glucose
1,0.09939403468427913,glucose
2,0.09939376316134022,glucose
3,0.10080016344569027,glucose
4,0.10308859721627665,glucose
5,0.1228949950869185,glucose
6,0.13288434947091501,glucose
7,0.1463885773295492,glucose
8,0.19072365810249067,glucose
9,0.24455575014643535,glucose
10,0.30116025587110185,glucose
11,0.37328690532528985,glucose
12,0.4441561529076462,glucose
13,0.5091897716014363,glucose
14,0.5534114815382227,glucose
15,0.5937447402468461,glucose
16,0.617715308355011,glucose
17,0.6244722716854865,glucose
18,0.6359987740923047,glucose
19,0.6446544937126469,glucose
20,0.6441376579842433,glucose
21,0.6434791938971077,glucose
22,0.651510184252896,glucose
23,0.6484523019491919,glucose
24,0.6578905349775082,glucose
0,0.09149051115929518,lactose
1,0.08478483255067752,lactose
2,0.09256858679263315,lactose
3,0.09818334468045228,lactose
4,0.10506572081574503,lactose
5,0.10970057433878388,lactose
6,0.11566591430396433,lactose
7,0.13198250086648938,lactose
8,0.14676096298489014,lactose
9,0.18200946939577814,lactose
10,0.2226448129629434,lactose
11,0.2744304868864903,lactose
12,0.3053392053194589,lactose
13,0.34423266705354905,lactose
14,0.3786992436236744,lactose
15,0.39641167276038525,lactose
16,0.41417725065407096,lactose
17,0.41528337509633245,lactose
18,0.4267847371476398,lactose
19,0.43715195183144256,lactose
20,0.43710628113018646,lactose
21,0.4346725185143918,lactose
22,0.4305963296614805,lactose
23,0.4442723255884516,lactose
24,0.44219174695507363,lactose
0,0.09299538508239447,control
1,0.09888876942477953,control
2,0.08992854364899042,control
3,0.08543521463985754,control
4,0.08901599275597102,control
5,0.08807201029325049,control
6,0.08754256786418832,control
7,0.09429673243234793,control
8,0.08524473366367076,control
9,0.0843419429355591,control
10,0.08893238388603429,control
11,0.07775423650140235,control
12,0.0804931961480984,control
13,0.07722327892866078,control
14,0.07664845710257787,control
15,0.07934508887667217,control
16,0.07949309951720941,control
17,0.06345319238925502,control
18,0.07440745404382482,control
19,0.07294616174099708,control
20,0.06911924936096353,control
21,0.07289299580659468,control
22,0.07992079358732136,control
23,0.0735307491650413,control
24,0.07138510451313473,control
