time,OD600,medium
0,0.09728662654227585,glucose
1,0.09308294424814376,glucose
2,0.0989794190014674,glucose
3,0.09650244550555462,glucose
4,0.10418227327950091,glucose
5,0.1178717000274804,glucose
6,0.14107991337496245,glucose
7,0.1539939870702966,glucose
8,0.1978359280386367,glucose
9,0.25256590546127894,glucose
10,0.3142174393230069,glucose
11,0.38995003494373287,glucose
12,0.4649118492713615,glucose
13,0.5334665775509155,glucose
14,0.5780472582300585,glucose
15,0.6150380123337128,glucose
16,0.6440476109445707,glucose
17,0.657842280066907,glucose
18,0.6725029967637107,glucose
19,0.6809584290492365,glucose
20,0.6890967743246532,glucose
21,0.6804570273997124,glucose
22,0.6901322069226888,glucose
23,0.68672736052086,glucose
24,0.6817175464161489,glucose
0,0.09803932776554766,lactose
1,0.09587854792659821,lactose
2,0.09293571639013241,lactose
3,0.10085677683775918,lactose
4,0.10399931046181282,lactose
5,0.1087968600035089,lactose
6,0.1173748310349046,lactose
7,0.13485298392311434,lactose
8,0.15818021393584436,lactose
9,0.19334522835701912,lactose
10,0.2294028142719359,lactose
11,0.2757211465658123,lactose
12,0.3151094422560135,lactose
13,0.3578045503966684,lactose
14,0.37828560289756585,lactose
15,0.4114132767366427,lactose
16,0.4248932645640858,lactose
17,0.44088247980756656,lactose
18,0.43845552952429584,lactose
19,0.4472995852013875,lactose
20,0.44540132282498895,lactose
21,0.4566236915561851,lactose
22,0.4445303780933628,lactose
23,0.4568868460873282,lactose
24,0.44570538266788007,lactose
0,0.09146769788546484,control
1,0.09966448983544225,control
2,0.09207661513766555,control
3,0.09178798017771306,control
4,0.09268555216456432,control
5,0.07137889212101706,control
6,0.09017446885622493,control
7,0.09315254679505985,control
8,0.0901077056000949,control
9,0.07746347887107602,control
10,0.0821652003644768,control
11,0.08715849880885157,control
12,0.0796838974216673,control
13,0.0776639293222288,control
14,0.0759832538536464,control
15,0.08446713084127319,control
16,0.07882952846239952,control
17,0.08654738349041902,control
18,0.08489333523915699,control
19,0.07304087087347785,control
20,0.07738326244141042,control
21,0.07850843101610938,control
22,0.0757045517396992,control
23,0.07844942973953971,control
24,0.07845120083384914,control
