time,OD600,medium
0,0.09170470287005804,glucose
1,0.0927493637728399,glucose
2,0.10112604057700268,glucose
3,0.09632507820278842,glucose
4,0.11327079194738882,glucose
5,0.11510404583311369,glucose
6,0.1335082480934741,glucose
7,0.16795254794675893,glucose
8,0.19822053380624652,glucose
9,0.2475640090316293,glucose
10,0.3136637829402581,glucose
11,0.3935503243817975,glucose
12,0.4720102380000161,glucose
13,0.5317704484034965,glucose
14,0.5855365053447258,glucose
15,0.5936300472622484,glucose
16,0.6400765349049602,glucose
17,0.651108976139648,glucose
18,0.6662027519940339,glucose
19,0.670238653419473,glucose
20,0.6834021985794656,glucose
21,0.686057691491424,glucose
22,0.6896737959741982,glucose
23,0.6807497474578276,glucose
24,0.6894703892378953,glucose
0,0.10074844672821726,lactose
1,0.09017587568688343,lactose
2,0.09194385957011975,lactose
3,0.09998934451903414,lactose
4,0.09662036579030778,lactose
5,0.11013843665088355,lactose
6,0.10859114129459012,lactose
7,0.11863131839175828,lactose
8,0.13977686156887406,lactose
9,0.16794097678722633,lactose
10,0.19392861624675026,lactose
11,0.22728094979699487,lactose
12,0.2710412355133472,lactose
13,0.29800799591277055,lactose
14,0.3245615567011642,lactose
15,0.33977442798776014,lactose
16,0.36508133219929545,lactose
17,0.3703730423160884,lactose
18,0.3687697536423588,lactose
19,0.38223162510604825,lactose
20,0.3721330511083783,lactose
21,0.3802947616913033,lactose
22,0.37779562166836694,lactose
23,0.37848921166244637,lactose
24,0.37818141936157645,lactose
0,0.09624774591922529,control
1,0.09402958876818233,control
2,0.09471487271174839,control
3,0.09403359111587108,control
4,0.0891869447028722,control
5,0.09119772902772483,control
6,0.09702861193208545,control
7,0.09779936860481178,control
8,0.09460008291476632,control
9,0.09495103033016877,control
10,0.08939000929188409,control
11,0.10565858187577544,control
12,0.12551819789564259,control
13,0.11731410873137196,control
14,0.12153662187859185,control
15,0.11761058505091236,control
16,0.11857408348733398,control
17,0.12266951580133308,control
18,0.12816693353092204,control
19,0.1323253893967504,control
20,0.11750366936782547,control
21,0.125772844547168,control
22,0.12098942191219628,control
23,0.12845723147452084,control
24,0.11917529817649704,control
