time,OD600,medium
0,0.09583686914868876,glucose
1,0.09046288251389648,glucose
2,0.09874737264222257,glucose
3,0.09802597837414095,glucose
4,0.10382439679330831,glucose
5,0.11653199580909446,glucose
6,0.12203325340332043,glucose
7,0.150262358526817,glucose
8,0.17568065844723135,glucose
9,0.23334876511329417,glucose
10,0.28090214838748917,glucose
11,0.352905834856587,glucose
12,0.4191968193567007,glucose
13,0.4692809508940379,glucose
14,0.5239277409047741,glucose
15,0.5475722738137531,glucose
16,0.5747189563176385,glucose
17,0.5889877598140769,glucose
18,0.5971427443022254,glucose
19,0.6022157851871838,glucose
20,0.6113087074258803,glucose
21,0.6131594077799387,glucose
22,0.6131454458091568,glucose
23,0.6075306802744269,glucose
24,0.6117661263259077,glucose
0,0.09556846601718544,lactose
1,0.09402596212657383,lactose
2,0.08481189416162174,lactose
3,0.10407689618641744,lactose
4,0.10442333453592657,lactose
5,0.10586096208713716,lactose
6,0.10893473051131639,lactose
7,0.12544031242845366,lactose
8,0.15692534774329397,lactose
9,0.17511965666933713,lactose
10,0.21069058521814607,lactose
11,0.2577430396497787,lactose
12,0.29216627733529366,lactose
13,0.32499156604260593,lactose
14,0.3499985444042745,lactose
15,0.3877864202353875,lactose
16,0.38405165999141555,lactose
17,0.40042098099909273,lactose
18,0.3989689046720246,lactose
19,0.404135139865383,lactose
20,0.4064453282566394,lactose
21,0.41378939957513033,lactose
22,0.4120442507927146,lactose
23,0.4118553537914994,lactose
24,0.4103921248370287,lactose
0,0.09545453111996917,control
1,0.09603478523137261,control
2,0.09030148403025086,control
3,0.08614328460758987,control
4,0.08727529078411755,control
5,0.08983529692929132,control
6,0.08446470904402827,control
7,0.08164559071331773,control
8,0.08476718265653943,control
9,0.07797885853395396,control
10,0.0707167992001363,control
11,0.07440162526973079,control
12,0.06669756975282021,control
13,0.05955163435309499,control
14,0.06371157082471111,control
15,0.0778267925608576,control
16,0.0664544979512789,control
17,0.0611188892065385,control
18,0.06727392948751132,control
19,0.057047120100058094,control
20,0.051777598625346775,control
21,0.062234587507243574,control
22,0.06420262485824152,control
23,0.06182695338671315,control
24,0.05563310008198838,control
