time,OD600,medium
0,0.09230384168988547,glucose
1,0.09545287348377726,glucose
2,0.09687566935464877,glucose
3,0.09708406267115494,glucose
4,0.1080911111825685,glucose
5,0.12311365934981917,glucose
6,0.13167723333667436,glucose
7,0.15628604927363712,glucose
8,0.19423937503353875,glucose
9,0.23683216908295643,glucose
10,0.3078080597956233,glucose
11,0.37743263073574373,glucose
12,0.43717185242804396,glucose
13,0.4896039425471674,glucose
14,0.5447682887788682,glucose
15,0.571275021785908,glucose
16,0.5964572504520493,glucose
17,0.6118386911188572,glucose
18,0.6346548356747498,glucose
19,0.6361281464631235,glucose
20,0.6326046738875666,glucose
21,0.6481177926102358,glucose
22,0.6435645771185227,glucose
23,0.6397034920098453,glucose
24,0.6456185072742836,glucose
0,0.08596767903239004,lactose
1,0.09631454569466462,lactose
2,0.0932485778136834,lactose
3,0.09902466633052681,lactose
4,0.11688091779409801,lactose
5,0.10676177131239585,lactose
6,0.11603230082525924,lactose
7,0.1286566499667166,lactose
8,0.1495092226351858,lactose
9,0.18151446504057972,lactose
10,0.21142829386589493,lactose
11,0.24955822094851904,lactose
12,0.2881936305628054,lactose
13,0.32036064737452696,lactose
14,0.34495720797859614,lactose
15,0.36372435109621876,lactose
16,0.365746879752366,lactose
17,0.38069866456782164,lactose
18,0.4000374510090858,lactose
19,0.39990779170953017,lactose
20,0.39754745543518105,lactose
21,0.4132605741927374,lactose
22,0.4001834594577387,lactose
23,0.39862695766892037,lactose
24,0.39566923279426036,lactose
0,0.0817239292469653,control
1,0.08858338032079759,control
2,0.07845291930553971,control
3,0.08665658449694776,control
4,0.08810127804702868,control
5,0.08953420472804854,control
6,0.08152635226038178,control
7,0.09071769477980261,control
8,0.0915775700792127,control
9,0.08446110368571615,control
10,0.07944351503100007,control
11,0.07257414324117875,control
12,0.07579717145772527,control
13,0.05869450356767667,control
14,0.06194106427281156,control
15,0.05995357682608031,control
16,0.05623541043784657,control
17,0.0579579914205161,control
18,0.06753089594211562,control
19,0.06643045018768982,control
20,0.0560448312591813,control
21,0.07011719972125727,control
22,0.06082204723583269,control
23,0.06149328885039262,control
24,0.05863853153276755,control
