time,OD600,medium
0,0.0836580629363823,glucose
1,0.10554104203604832,glucose
2,0.0967458180329083,glucose
3,0.09618695370673357,glucose
4,0.10277083764309125,glucose
5,0.11879298813447385,glucose
6,0.13110901827239396,glucose
7,0.15934759465844164,glucose
8,0.1859031098832479,glucose
9,0.24350530219860575,glucose
10,0.3102598401619541,glucose
11,0.378438777775851,glucose
12,0.4443705303537051,glucose
13,0.5105207186890159,glucose
14,0.5564242177492015,glucose
15,0.5877563142875544,glucose
16,0.6245442455219824,glucose
17,0.6303357247716691,glucose
18,0.639358839925397,glucose
19,0.654524523579129,glucose
20,0.6473775448162817,glucose
21,0.6470937661209428,glucose
22,0.6520399904101558,glucose
23,0.6542482140322333,glucose
24,0.6545207713622923,glucose
0,0.09717698342543593,lactose
1,0.0808860539455169,lactose
2,0.09394253934423992,lactose
3,0.08623977430802326,lactose
4,0.10144893862772322,lactose
5,0.09940836063344075,lactose
6,0.1037178321459002,lactose
7,0.12386557875992694,lactose
8,0.14762534520173975,lactose
9,0.17207323573353123,lactose
10,0.20340945379872064,lactose
11,0.2382425299359661,lactose
12,0.2821787570519814,lactose
13,0.3137181257434665,lactose
14,0.3399527079678352,lactose
15,0.3611982104261395,lactose
16,0.3806097339572138,lactose
17,0.37921732129981733,lactose
18,0.39074354195041494,lactose
19,0.382727478865427,lactose
20,0.38783298162750757,lactose
21,0.3964730452486613,lactose
22,0.38434751585789073,lactose
23,0.3943684994039851,lactose
24,0.39040029020561773,lactose
0,0.0885880141880568,control
1,0.08251719520059787,control
2,0.08936300359502289,control
3,0.08044723082151978,control
4,0.08302032272248043,control
5,0.08895456327418365,control
6,0.08921237897585621,control
7,0.09255561817995683,control
8,0.0949729717835027,control
9,0.08415434402074595,control
10,0.09314386641833251,control
11,0.08361897462073606,control
12,0.09067173645156221,control
13,0.09330537495455846,control
14,0.08551114651395894,control
15,0.0899539717249586,control
16,0.08882187191174999,control
17,0.08944014659428484,control
18,0.08629751923587779,control
19,0.096818322433586,control
20,0.0861680442475404,control
21,0.08217068155524321,control
22,0.09785358232836372,control
23,0.08430134211890415,control
24,0.07988337833023788,control
