time,OD600,medium
0,0.08738757142996813,glucose
1,0.08972432457325376,glucose
2,0.10195619742879071,glucose
3,0.09194275258331246,glucose
4,0.0994699547390722,glucose
5,0.11553306277912838,glucose
6,0.1274186852128206,glucose
7,0.15604568924728193,glucose
8,0.1911816972357141,glucose
9,0.23472848884432446,glucose
10,0.29237126629745774,glucose
11,0.35353938896846493,glucose
12,0.4274834208893597,glucose
13,0.48195046306400263,glucose
14,0.5311425048010799,glucose
15,0.5709545556417134,glucose
16,0.5884798862517753,glucose
17,0.6125716465401341,glucose
18,0.6251240586377235,glucose
19,0.628730703207966,glucose
20,0.6207694666621385,glucose
21,0.6254881939707887,glucose
22,0.6322095269676384,glucose
23,0.6281817240668414,glucose
24,0.6316041928341111,glucose
0,0.09245281325454434,lactose
1,0.09379372557146148,lactose
2,0.09333573189911683,lactose
3,0.10114334954942963,lactose
4,0.09721797712171464,lactose
5,0.10645750920535339,lactose
6,0.11021343372907479,lactose
7,0.12289316829474611,lactose
8,0.15014353507210923,lactose
9,0.17551206322200757,lactose
10,0.21474161316323953,lactose
11,0.25488273918570814,lactose
12,0.2845529855843327,lactose
13,0.3278849700556106,lactose
14,0.3565717100106561,lactose
15,0.3744805627714741,lactose
16,0.389417444366856,lactose
17,0.3919935921328668,lactose
18,0.39801998887171786,lactose
19,0.40741504367103504,lactose
20,0.41743972907388627,lactose
21,0.4065764075970663,lactose
22,0.4110740686267578,lactose
23,0.4100486082478135,lactose
24,0.40661077895389264,lactose
0,0.08588973165383226,control
1,0.0915090373141794,control
2,0.09577694870046616,control
3,0.09114919345402353,control
4,0.09017245256814872,control
5,0.09298313861542355,control
6,0.08501608897521759,control
7,0.08932110573283814,control
8,0.1018345670717993,control
9,0.08580566940023329,control
10,0.09256265137388366,control
11,0.0919634141744038,control
12,0.08967749476878292,control
13,0.08747020546312098,control
14,0.10284361724652025,control
15,0.0903188326532154,control
16,0.09342529240564318,control
17,0.08912117201370952,control
18,0.09041346738611608,control
19,0.0902467153058569,control
20,0.0779532484493822,control
21,0.10041364121024701,control
22,0.09676768535606618,control
23,0.0896333469264603,control
24,0.09389556059051721,control
