time,OD600,medium
0,0.1007429164989572,glucose
1,0.10281055618859336,glucose
2,0.08821268133200481,glucose
3,0.09596782933140482,glucose
4,0.11073655154594554,glucose
5,0.10861917286634379,glucose
6,0.13206178062990725,glucose
7,0.1519315451097663,glucose
8,0.1939378104818438,glucose
9,0.24706353620862348,glucose
10,0.31298416635477344,glucose
11,0.3685273915228934,glucose
12,0.4492125172634223,glucose
13,0.509175672232355,glucose
14,0.5572009403908309,glucose
15,0.5976479300238281,glucose
16,0.6124242923209108,glucose
17,0.6329324483363303,glucose
18,0.6371535713610894,glucose
19,0.6608111544249202,glucose
20,0.6661448253008893,glucose
21,0.6608216443718165,glucose
22,0.6568439274512913,glucose
23,0.655998045641542,glucose
24,0.6688569365208528,glucose
0,0.09768951720787519,lactose
1,0.09902744483710559,lactose
2,0.08624347354923595,lactose
3,0.08549700954753571,lactose
4,0.09475178397647858,lactose
5,0.10976116030005065,lactose
6,0.11676139312444593,lactose
7,0.1268747438367494,lactose
8,0.15320367212092398,lactose
9,0.182609897926321,lactose
10,0.2120951363743796,lactose
11,0.26038901599190023,lactose
12,0.286933848316357,lactose
13,0.3270774651285754,lactose
14,0.35768791543119416,lactose
15,0.3838411395415598,lactose
16,0.3904965925696094,lactose
17,0.40842694189919165,lactose
18,0.4091610596991726,lactose
19,0.4104868587965215,lactose
20,0.4074934044133745,lactose
21,0.41864407739376,lactose
22,0.42543200974374523,lactose
23,0.4219233102867543,lactose
24,0.4179476167224303,lactose
0,0.09410238406099415,control
1,0.08898157823681424,control
2,0.09688028136560353,control
3,0.08130678490580227,control
4,0.09353726664143147,control
5,0.08107092631781274,control
6,0.09399884604953161,control
7,0.0767601680641643,control
8,0.07804175294031118,control
9,0.08300432706465165,control
10,0.07289469290083944,control
11,0.07510138580182578,control
12,0.07759904689771198,control
13,0.06721778867874142,control
14,0.0773085347000919,control
15,0.06790172133542591,control
16,0.06973646132152529,control
17,0.06888672854301801,control
18,0.06553822238189416,control
19,0.06661199357164284,control
20,0.06732820919169098,control
21,0.06769769316832658,control
22,0.06078389064181915,control
23,0.062102070002713124,control
24,0.0641904818609211,control
