time,OD600,medium
0,0.09811344736942242,glucose
1,0.08842652422864385,glucose
2,0.09888401322913021,glucose
3,0.1071055010770631,glucose
4,0.09876962714378068,glucose
5,0.12426456816633434,glucose
6,0.13204136735298655,glucose
7,0.14892867777333949,glucose
8,0.19078555480553966,glucose
9,0.24277660686602973,glucose
10,0.30867574150689125,glucose
11,0.3764559772372356,glucose
12,0.446899600574338,glucose
13,0.514563714944057,glucose
14,0.5624615230624141,glucose
15,0.593226601329731,glucose
16,0.6226437709414193,glucose
17,0.6456812362563062,glucose
18,0.6472583057828556,glucose
19,0.6671396118455825,glucose
20,0.669786020181017,glucose
21,0.6677633439420754,glucose
22,0.6629315004687872,glucose
23,0.6692703569497941,glucose
24,0.6775756771890632,glucose
0,0.08606273751651806,lactose
1,0.09499055203021499,lactose
2,0.08517701245375166,lactose
3,0.09785789154637184,lactose
4,0.10781453728697458,lactose
5,0.11144297823874821,lactose
6,0.11184302904672686,lactose
7,0.1316875252392693,lactose
8,0.1482730506398387,lactose
9,0.17738102028822497,lactose
10,0.2179229682788234,lactose
11,0.25774133063863525,lactose
12,0.2907359185457751,lactose
13,0.3327124678385725,lactose
14,0.35987337550783266,lactose
15,0.3763589174938868,lactose
16,0.393018717205486,lactose
17,0.4106306955142299,lactose
18,0.41552571831708357,lactose
19,0.4142105951449503,lactose
20,0.4240704199516039,lactose
21,0.4147246546019926,lactose
22,0.4241333670413906,lactose
23,0.41884382535202336,lactose
24,0.42472475966989803,lactose
0,0.08397190529245017,control
1,0.08548037351755777,control
2,0.08289536289389947,control
3,0.09094924020565685,control
4,0.08600819469566855,control
5,0.07288679130573922,control
6,0.09146493067851333,control
7,0.0831834187349628,control
8,0.0741797475045934,control
9,0.08654664599160528,control
10,0.08686459999220296,control
11,0.08685133971411317,control
12,0.0781093888486139,control
13,0.0845663427377649,control
14,0.08342761036873064,control
15,0.0793617800842925,control
16,0.07885991463429766,control
17,0.07645832768643852,control
18,0.06948961926670058,control
19,0.07246218121166369,control
20,0.07418004875508492,control
21,0.08013804044024933,control
22,0.0625286928953893,control
23,0.07820824977514786,control
24,0.07537083047159,control
