time,OD600,medium
0,0.09636604897228443,glucose
1,0.090095501834468,glucose
2,0.09982599125151823,glucose
3,0.10531284597114891,glucose
4,0.10877986936161113,glucose
5,0.1111125801266963,glucose
6,0.13019757402583476,glucose
7,0.15488183623785376,glucose
8,0.18840950940050888,glucose
9,0.2392492100385123,glucose
10,0.302330348557652,glucose
11,0.36275857883045665,glucose
12,0.43461068393415814,glucose
13,0.484329970851867,glucose
14,0.5338705923796381,glucose
15,0.5653340523907247,glucose
16,0.599925521083745,glucose
17,0.6132208205637204,glucose
18,0.6222687632426157,glucose
19,0.6238391357376515,glucose
20,0.6304140027069416,glucose
21,0.6316927224591116,glucose
22,0.6405360529414414,glucose
23,0.6382561055558895,glucose
24,0.6436593064695018,glucose
0,0.09406142868515271,lactose
1,0.09960361954832095,lactose
2,0.09837749913020848,lactose
3,0.09340922476081816,lactose
4,0.10809822304958477,lactose
5,0.10439286868252387,lactose
6,0.10865681507182844,lactose
7,0.13048099268098992,lactose
8,0.1441319658251499,lactose
9,0.1671359506274202,lactose
10,0.20318396281329176,lactose
11,0.24297442023950486,lactose
12,0.2813071813525704,lactose
13,0.3158948115664935,lactose
14,0.3483355542607751,lactose
15,0.3675736509879876,lactose
16,0.38034160728752225,lactose
17,0.39195147898099425,lactose
18,0.3937870223153186,lactose
19,0.40430401315201625,lactose
20,0.39332078939281884,lactose
21,0.4118742419658902,lactose
22,0.39223323841339947,lactose
23,0.4022571135780332,lactose
24,0.396625614789411,lactose
0,0.0840341254545084,control
1,0.09685199484719619,control
2,0.09061354853921863,control
3,0.09091095317353001,control
4,0.08542616024943965,control
5,0.08003511192881765,control
6,0.08584837995723543,control
7,0.08175287039481155,control
8,0.08742475726810658,control
9,0.09444991044105304,control
10,0.09001266837359294,control
11,0.09426620315867727,control
12,0.08407172798047051,control
13,0.0754890661176596,control
14,0.0844478214463312,control
15,0.08521613834341349,control
16,0.08303000792366996,control
17,0.08388467267463451,control
18,0.08664955504297939,control
19,0.08689955114303252,control
20,0.08697796466947678,control
21,0.0776992040873032,control
22,0.07910689847555862,control
23,0.09223777959547877,control
24,0.07361653998169532,control
