time,OD600,medium
0,0.08747495230727782,glucose
1,0.10133459862828753,glucose
2,0.10008580661335084,glucose
3,0.0896789013173536,glucose
4,0.1066756570600759,glucose
5,0.11284334658952104,glucose
6,0.13292038874479262,glucose
7,0.1464656684780556,glucose
8,0.19537032268392862,glucose
9,0.23991102033874784,glucose
10,0.2922156883834054,glucose
11,0.3736972179030242,glucose
12,0.44250316242717586,glucose
13,0.49996684116121143,glucose
14,0.5553224920268391,glucose
15,0.5904146447007116,glucose
16,0.6140471575188184,glucose
17,0.6313219000293935,glucose
18,0.6505984344963873,glucose
19,0.6493587315760228,glucose
20,0.663260243915862,glucose
21,0.6549759213888503,glucose
22,0.658409130927934,glucose
23,0.6542437633875924,glucose
24,0.6526158000338308,glucose
0,0.08659433352961404,lactose
1,0.08976055378901227,lactose
2,0.09433077235431235,lactose
3,0.09343528232501587,lactose
4,0.10941800761247204,lactose
5,0.10064364649388707,lactose
6,0.11977987244228666,lactose
7,0.1200375067328948,lactose
8,0.14713611606139104,lactose
9,0.17575555549328487,lactose
10,0.20940739051571647,lactose
11,0.23291512821411528,lactose
12,0.2935735448862355,lactose
13,0.3297710830713188,lactose
14,0.35858537001554835,lactose
15,0.3805422364685662,lactose
16,0.3834631266827218,lactose
17,0.39591821854168385,lactose
18,0.3999998483358435,lactose
19,0.40720533586020263,lactose
20,0.4124648819859856,lactose
21,0.4046401376224426,lactose
22,0.41654646592952205,lactose
23,0.40801727095419077,lactose
24,0.41687409545241594,lactose
0,0.0835268527053242,control
1,0.08993271082738595,control
2,0.09770160815860132,control
3,0.09941024059479703,control
4,0.09490838194253752,control
5,0.09250509348892717,control
6,0.08774424300116983,control
7,0.08850542413718518,control
8,0.08294818927374817,control
9,0.09128758575522,control
10,0.08465235872518442,control
11,0.0968557050659633,control
12,0.08771206553738033,control
13,0.08927825615969011,control
14,0.09675236109725642,control
15,0.09480382789391016,control
16,0.10448153126014001,control
17,0.09839932278758691,control
18,0.09700247589078166,control
19,0.10209529155856528,control
20,0.09907749234541167,control
21,0.09937551082804053,control
22,0.10223411793381272,control
23,0.1085915429959387,control
24,0.10286663075997696,control
