time,OD600,medium
0,0.08404460020469333,glucose
1,0.09096134166563391,glucose
2,0.09306639152654937,glucose
3,0.09448281593852301,glucose
4,0.11231741711895199,glucose
5,0.10790943305884547,glucose
6,0.13835476135736358,glucose
7,0.15405158239943254,glucose
8,0.18912653368453322,glucose
9,0.2248278737421123,glucose
10,0.30406932077204923,glucose
11,0.36753792102004595,glucose
12,0.4382963008598123,glucose
13,0.5029090742988971,glucose
14,0.5500481915920006,glucose
15,0.5959880068090885,glucose
16,0.6084145021285824,glucose
17,0.6331404495060158,glucose
18,0.640497096378031,glucose
19,0.6461966751706497,glucose
20,0.6441783298765837,glucose
21,0.6442621520386492,glucose
22,0.6443725906062743,glucose
23,0.6528222181106668,glucose
24,0.6600285931315621,glucose
0,0.09390423058587022,lactose
1,0.09962087361456878,lactose
2,0.09372396935497279,lactose
3,0.09127052277470325,lactose
4,0.09971474842044017,lactose
5,0.10754502985945653,lactose
6,0.11313511545002589,lactose
7,0.12369420353078167,lactose
8,0.15034276866475396,lactose
9,0.17966995268162936,lactose
10,0.22254922607279676,lactose
11,0.2570165214305187,lactose
12,0.2973118509080848,lactose
13,0.33210684716330263,lactose
14,0.37210405323312407,lactose
15,0.388199549394817,lactose
16,0.4030216498752323,lactose
17,0.4108511858930334,lactose
18,0.42108311543828736,lactose
19,0.41790402701487483,lactose
20,0.42003423449618527,lactose
21,0.4162368525136083,lactose
22,0.42581497552467296,lactose
23,0.4318332261995267,lactose
24,0.43570487603376423,lactose
0,0.09000003405302905,control
1,0.0872169456743462,control
2,0.08682512106542957,control
3,0.09680494395726574,control
4,0.08837098350853992,control
5,0.09456352496208364,control
6,0.08799146241397537,control
7,0.09506440478785355,control
8,0.09231176013479118,control
9,0.09229934618616331,control
10,0.10400391223328415,control
11,0.09522227739078096,control
12,0.10421672114214019,control
13,0.11724106483053456,control
14,0.1176941824988912,control
15,0.11827202472812803,control
16,0.1154910616142683,control
17,0.121278348261159,control
18,0.11556561982596544,control
19,0.11846177184395325,control
20,0.1188114689474723,control
21,0.1234789900446204,control
22,0.1130631103733532,control
23,0.11616475142965019,control
24,0.11358945338311663,control
