time,OD600,medium
0,0.09426776589591944,glucose
1,0.09053761987422244,glucose
2,0.08835542774653704,glucose
3,0.10265950150170848,glucose
4,0.11064275568397054,glucose
5,0.11059697566772693,glucose
6,0.12991739378243902,glucose
7,0.14755559185195463,glucose
8,0.1773669443009719,glucose
9,0.22270474593418682,glucose
10,0.27579567355795526,glucose
11,0.3454992086089153,glucose
12,0.4109879609029365,glucose
13,0.4529810372719691,glucose
14,0.5156994842170928,glucose
15,0.5398382437730818,glucose
16,0.5625748585496548,glucose
17,0.5764173453840291,glucose
18,0.5952768171133404,glucose
19,0.5896532868718788,glucose
20,0.5834162717694288,glucose
21,0.6059100318797783,glucose
22,0.5928595390806287,glucose
23,0.5974099050882932,glucose
24,0.6081171678995323,glucose
0,0.09234035758168381,lactose
1,0.09013714056271908,lactose
2,0.09808952760617297,lactose
3,0.10427479020436031,lactose
4,0.09398143912635494,lactose
5,0.11043967351497869,lactose
6,0.11857118040542379,lactose
7,0.11840307547326478,lactose
8,0.14804486184777763,lactose
9,0.1831037501543835,lactose
10,0.21441748415104878,lactose
11,0.24955225381346827,lactose
12,0.286465060519609,lactose
13,0.3253625471937378,lactose
14,0.3571164645223041,lactose
15,0.3742398451919397,lactose
16,0.3933249081179081,lactose
17,0.3923964610171183,lactose
18,0.395620238263822,lactose
19,0.39816008998654473,lactose
20,0.4080973313891962,lactose
21,0.41142242425408726,lactose
22,0.4075727633779286,lactose
23,0.41513813794616333,lactose
24,0.41071017206827715,lactose
0,0.08172659732498985,control
1,0.08460506876965954,control
2,0.09047129519908423,control
3,0.09355404543667412,control
4,0.08253464528938444,control
5,0.09030641323731278,control
6,0.08960120486918013,control
7,0.09771967467975201,control
8,0.09017132119397354,control
9,0.09100305374131784,control
10,0.09205827326130663,control
11,0.09918763408417326,control
12,0.09874052950328163,control
13,0.09750403329718323,control
14,0.10449774134685962,control
15,0.10277357201398085,control
16,0.11054754527310429,control
17,0.098248764063582,control
18,0.1111638414269083,control
19,0.10171864017773966,control
20,0.10299593392472761,control
21,0.1117346230324467,control
22,0.10844093419687781,control
23,0.11286478002035091,control
24,0.10322506638328408,control
