time,OD600,medium
0,0.09644647061430929,glucose
1,0.09491500809079155,glucose
2,0.10108840624712301,glucose
3,0.1038633646398939,glucose
4,0.09603806499445801,glucose
5,0.11259033350050296,glucose
6,0.13627184172299808,glucose
7,0.1544479707989735,glucose
8,0.18412040948935185,glucose
9,0.2388828698468186,glucose
10,0.296405196168622,glucose
11,0.3636664825342509,glucose
12,0.4429103931032899,glucose
13,0.49417639098872096,glucose
14,0.5405807536605088,glucose
15,0.5801877337503142,glucose
16,0.6140149066909389,glucose
17,0.6195423806106175,glucose
18,0.6292308347997945,glucose
19,0.6443149735075413,glucose
20,0.6295888227496985,glucose
21,0.6326363000026701,glucose
22,0.6344549824943194,glucose
23,0.6534053444957117,glucose
24,0.6562941048443427,glucose
0,0.0894884903081586,lactose
1,0.08899322318937186,lactose
2,0.08678935225275058,lactose
3,0.10062337125671203,lactose
4,0.1117828263197168,lactose
5,0.10539882526136678,lactose
6,0.11763505521260693,lactose
7,0.13593894341435633,lactose
8,0.16080187427102957,lactose
9,0.17868058702632153,lactose
10,0.21335397169586903,lactose
11,0.26212252902909705,lactose
12,0.3006096860822614,lactose
13,0.3351126153974448,lactose
14,0.35980362549713724,lactose
15,0.37993607988440037,lactose
16,0.3949758735333992,lactose
17,0.40457358210987715,lactose
18,0.40850634137903047,lactose
19,0.4166759672451331,lactose
20,0.41532651429200707,lactose
21,0.42211228337288825,lactose
22,0.4207334176200547,lactose
23,0.4304349166981824,lactose
24,0.4216378018254584,lactose
0,0.08183054035352415,control
1,0.08999929039073255,control
2,0.08035428568628208,control
3,0.09161014797483825,control
4,0.09107047275466361,control
5,0.0865937417099236,control
6,0.08612521474178143,control
7,0.0904945195314296,control
8,0.08485877832110932,control
9,0.08754634422283891,control
10,0.08952770515441216,control
11,0.0848982265181227,control
12,0.08634952258625403,control
13,0.08979751442808964,control
14,0.08389567726187191,control
15,0.08012401618113094,control
16,0.07322628576374711,control
17,0.08338671655905863,control
18,0.08503901375732091,control
19,0.08382853038915283,control
20,0.08129571850595375,control
21,0.0840962804735577,control
22,0.08032776408258929,control
23,0.07552692713225873,control
24,0.08093736560396987,control
