time,OD600,medium
0,0.08961283760776699,glucose
1,0.09656705179479379,glucose
2,0.08520171786839767,glucose
3,0.09971174049175362,glucose
4,0.09816641602203426,glucose
5,0.11638704914021049,glucose
6,0.13799309332243653,glucose
7,0.15986475748057707,glucose
8,0.18203526595978806,glucose
9,0.23451640035102722,glucose
10,0.29270150282859875,glucose
11,0.3673479474059666,glucose
12,0.43430845751373587,glucose
13,0.49449184935294416,glucose
14,0.5508275503860557,glucose
15,0.57628887737956,glucose
16,0.6001199966510931,glucose
17,0.6207055574696014,glucose
18,0.6319021154351342,glucose
19,0.6303139085758884,glucose
20,0.6450847976481162,glucose
21,0.6376519377919547,glucose
22,0.6424322526477682,glucose
23,0.6371408408431122,glucose
24,0.6430012364418237,glucose
0,0.09522051832121599,lactose
1,0.09584770672480449,lactose
2,0.08150249530577207,lactose
3,0.10444261175978274,lactose
4,0.09865698257531517,lactose
5,0.09564376847145059,lactose
6,0.11372699159908516,lactose
7,0.11989601260675913,lactose
8,0.1396575680341656,lactose
9,0.1787204330724093,lactose
10,0.20919891576436533,lactose
11,0.24388511062362786,lactose
12,0.272773733353444,lactose
13,0.3059390142864179,lactose
14,0.3441894867834102,lactose
15,0.36446849024157413,lactose
16,0.37000447531979097,lactose
17,0.38211415541109756,lactose
18,0.38314485498438955,lactose
19,0.4036413281626877,lactose
20,0.39682045273033534,lactose
21,0.39387891239708,lactose
22,0.39219783807103936,lactose
23,0.4053502332598571,lactose
24,0.40722573036398263,lactose
0,0.08735775378028186,control
1,0.0892187598950391,control
2,0.0808219783730705,control
3,0.09686477519605367,control
4,0.08889185146735532,control
5,0.0900410314402238,control
6,0.09624297324798085,control
7,0.08032882689193367,control
8,0.10481740098873082,control
9,0.08567288799613534,control
10,0.09659575546353591,control
11,0.09225580290908744,control
12,0.09192791395825672,control
13,0.08409686954506237,control
14,0.09131963419565826,control
15,0.08462412648889518,control
16,0.09352211879014072,control
17,0.08769277326687465,control
18,0.09195116283089835,control
19,0.07219934329528326,control
20,0.08403725713702728,control
21,0.08305079373335658,control
22,0.08835660998441035,control
23,0.09254235062789422,control
24,0.08687838008261206,control
