time,OD600,medium
0,0.0884960173017478,glucose
1,0.08867034980815253,glucose
2,0.0937370502411056,glucose
3,0.09659666238061994,glucose
4,0.10069624581815721,glucose
5,0.1247426685972018,glucose
6,0.12981028795797334,glucose
7,0.1544672989775661,glucose
8,0.18891332038036554,glucose
9,0.24459030709364135,glucose
10,0.3028122316459942,glucose
11,0.36671855432871187,glucose
12,0.4353927502970612,glucose
13,0.5010132079789468,glucose
14,0.5500202233494131,glucose
15,0.5881589135543129,glucose
16,0.6126686088119648,glucose
17,0.6196307457566871,glucose
18,0.6293426780242597,glucose
19,0.6372822279166425,glucose
20,0.6353445741392454,glucose
21,0.64299466209726,glucose
22,0.6390685823622486,glucose
23,0.6428713120981725,glucose
24,0.6454148222505989,glucose
0,0.08804556071600386,lactose
1,0.08658784414499088,lactose
2,0.08855176255270805,lactose
3,0.0919390427683841,lactose
4,0.10051402049656473,lactose
5,0.09787273751382174,lactose
6,0.10951625079185841,lactose
7,0.12839547514994507,lactose
8,0.144517013744001,lactose
9,0.16659534730238748,lactose
10,0.19865461190228847,lactose
11,0.23600368065972757,lactose
12,0.2726587536930456,lactose
13,0.3021503698391408,lactose
14,0.33137046646338203,lactose
15,0.3447065136434332,lactose
16,0.36176363426311675,lactose
17,0.3701269919879095,lactose
18,0.37713659658420107,lactose
19,0.3774463468175997,lactose
20,0.38350870168316215,lactose
21,0.3938733924212345,lactose
22,0.38697423063003544,lactose
23,0.38146243206600683,lactose
24,0.39435955922450305,lactose
0,0.08539653959747132,control
1,0.0971087810373395,control
2,0.09306117792534949,control
3,0.07966116214991638,control
4,0.08821549885507068,control
5,0.08340832322138612,control
6,0.08717373578202424,control
7,0.08924052491838279,control
8,0.08926872395709658,control
9,0.0908130010679105,control
10,0.08989613613376096,control
11,0.07743388910605628,control
12,0.0785214456633128,control
13,0.07805779735741769,control
14,0.07259005480612624,control
15,0.07189140705121602,control
16,0.0709233942638201,control
17,0.0768785880125994,control
18,0.06609023053772317,control
19,0.07487216445054498,control
20,0.06609336308001307,control
21,0.071474728450086,control
22,0.06370485254588089,control
23,0.07316035128187935,control
24,0.06541758843625678,control
