time,OD600,medium
0,0.08573767652154772,glucose
1,0.08543286394856235,glucose
2,0.09481952835230442,glucose
3,0.09812940798031054,glucose
4,0.09454654190670807,glucose
5,0.11254682816946676,glucose
6,0.128066665430128,glucose
7,0.16004668700056893,glucose
8,0.18939609723680942,glucose
9,0.23547789850117917,glucose
10,0.28834055362937383,glucose
11,0.34891344896945786,glucose
12,0.41948581153957026,glucose
13,0.48258796721015784,glucose
14,0.528550785895266,glucose
15,0.5772743863938418,glucose
16,0.5867566674322543,glucose
17,0.6000677147600619,glucose
18,0.6139703781675645,glucose
19,0.6169172077408184,glucose
20,0.6220424898945635,glucose
21,0.6336802033327392,glucose
22,0.6361264818855926,glucose
23,0.6431551964843696,glucose
24,0.6323122230598338,glucose
0,0.0786527046680387,lactose
1,0.09533754341025022,lactose
2,0.08332126534689496,lactose
3,0.10429885524682475,lactose
4,0.09315272792418064,lactose
5,0.10595595245394034,lactose
6,0.11071823023513264,lactose
7,0.12391332842974949,lactose
8,0.14302983293254426,lactose
9,0.16668374237840947,lactose
10,0.1976354045290826,lactose
11,0.23087052213514384,lactose
12,0.25964218407856404,lactose
13,0.29159326837260485,lactose
14,0.3182835695283885,lactose
15,0.3273808677195326,lactose
16,0.3466027798622687,lactose
17,0.36105631119918175,lactose
18,0.3550105330254887,lactose
19,0.37011826824730915,lactose
20,0.3648126439206703,lactose
21,0.373451231030731,lactose
22,0.36851866991667304,lactose
23,0.37415651632216446,lactose
24,0.36861954913533684,lactose
0,0.09939429677005682,control
1,0.09460431283201992,control
2,0.09692880267257989,control
3,0.09196425531477208,control
4,0.08760002291031985,control
5,0.0898721057652197,control
6,0.0878262997885063,control
7,0.1062918368137904,control
8,0.09711760957217984,control
9,0.0867064487659005,control
10,0.09288776555668153,control
11,0.09447828776354872,control
12,0.10701059792603743,control
13,0.1070261596539467,control
14,0.11091866880495976,control
15,0.10231646309860078,control
16,0.1048868093000798,control
17,0.10129346228663111,control
18,0.11632651676687365,control
19,0.1048563059696349,control
20,0.11714622548351399,control
21,0.12067677182125555,control
22,0.11100736838034107,control
23,0.11054749498227871,control
24,0.10420450296459688,control
