time,OD600,medium
0,0.08019899913604527,glucose
1,0.09412103064487207,glucose
2,0.09674059686222516,glucose
3,0.10655216941503738,glucose
4,0.10782042003922089,glucose
5,0.11274956621254151,glucose
6,0.13275992731776845,glucose
7,0.16015302852290245,glucose
8,0.19990118965468837,glucose
9,0.23491889087239268,glucose
10,0.2857291693780581,glucose
11,0.35903266645544774,glucose
12,0.42279716220591085,glucose
13,0.48746232374396004,glucose
14,0.5324330627392811,glucose
15,0.5675853840469447,glucose
16,0.5940618697418713,glucose
17,0.6092810449179472,glucose
18,0.6232970736593344,glucose
19,0.6169603955039155,glucose
20,0.6387931236654545,glucose
21,0.6290767759536829,glucose
22,0.6305718602884717,glucose
23,0.6291277418214525,glucose
24,0.6391590530907618,glucose
0,0.08964807531773634,lactose
1,0.0947842095409786,lactose
2,0.0981222031589501,lactose
3,0.10019970373959679,lactose
4,0.10312712561760608,lactose
5,0.10376075629201342,lactose
6,0.11581306252753588,lactose
7,0.13445343676635899,lactose
8,0.1534630040842029,lactose
9,0.1865068772591028,lactose
10,0.21938611080391512,lactose
11,0.2589800302523226,lactose
12,0.3074536197515353,lactose
13,0.34142392089870255,lactose
14,0.36619628707163543,lactose
15,0.39574098016370957,lactose
16,0.41307167009712265,lactose
17,0.4165429525718454,lactose
18,0.4196185831772374,lactose
19,0.43331981803257036,lactose
20,0.42815605129620193,lactose
21,0.43317282304759935,lactose
22,0.4309297343324333,lactose
23,0.4349962066653812,lactose
24,0.42984353347673204,lactose
0,0.08473587436774653,control
1,0.10309388025927388,control
2,0.09351106050252203,control
3,0.0912625055427492,control
4,0.09207892473376676,control
5,0.0967943598482492,control
6,0.09200098558644275,control
7,0.0903438328830414,control
8,0.09505888743123161,control
9,0.09000591868179722,control
10,0.10027448885567933,control
11,0.08726732064454712,control
12,0.10096256515615028,control
13,0.1004515313789488,control
14,0.10232092238033438,control
15,0.10983124908926878,control
16,0.09738098940440049,control
17,0.10721736780679451,control
18,0.11435419619666344,control
19,0.10990110988700481,control
20,0.1046134601056604,control
21,0.10682676417108264,control
22,0.10524712867658864,control
23,0.11119295444032709,control
24,0.10664821528957029,control
