time,OD600,medium
0,0.09034512124374493,glucose
1,0.0925207926993461,glucose
2,0.09494110560932327,glucose
3,0.09601567762993991,glucose
4,0.10430412363849195,glucose
5,0.11708379114221668,glucose
6,0.14259846216434538,glucose
7,0.14835830011444429,glucose
8,0.1853922301362194,glucose
9,0.24185380141959428,glucose
10,0.30454466653039,glucose
11,0.3761927587785612,glucose
12,0.44402549817093895,glucose
13,0.5007543125959335,glucose
14,0.5504826359678826,glucose
15,0.5961218213364697,glucose
16,0.6067896418104177,glucose
17,0.6285376555248702,glucose
18,0.6332146715594181,glucose
19,0.6400495939691918,glucose
20,0.6490230447418933,glucose
21,0.6499090303792012,glucose
22,0.6530323709867949,glucose
23,0.6480377694655293,glucose
24,0.6547495459102115,glucose
0,0.08125614686400016,lactose
1,0.08355460002198546,lactose
2,0.09437706779102939,lactose
3,0.0937735842501555,lactose
4,0.10042840096249747,lactose
5,0.10751888251319779,lactose
6,0.12055546377775264,lactose
7,0.1329818197812827,lactose
8,0.1456512705511263,lactose
9,0.18442355006172603,lactose
10,0.22318087136984863,lactose
11,0.263902686691932,lactose
12,0.3117669822572558,lactose
13,0.3508346118923132,lactose
14,0.36993161421112075,lactose
15,0.38370532987812106,lactose
16,0.4146132492164001,lactose
17,0.4319224042253742,lactose
18,0.42580379461184215,lactose
19,0.43408987156854767,lactose
20,0.43081256802481377,lactose
21,0.4457173812256782,lactose
22,0.43009035391031825,lactose
23,0.4398918792022011,lactose
24,0.43891848915821896,lactose
0,0.09299090101450286,control
1,0.08779719874242674,control
2,0.08482151583519631,control
3,0.09678337440309163,control
4,0.08651694408644839,control
5,0.09297632655303038,control
6,0.08446194346515166,control
7,0.08532648513969775,control
8,0.07457858730159739,control
9,0.07653266079878314,control
10,0.08371205379649932,control
11,0.07735072858070159,control
12,0.0837847596904719,control
13,0.06951720349171502,control
14,0.061824866758063965,control
15,0.07279838213513731,control
16,0.06650221043880927,control
17,0.07756139635353179,control
18,0.07003640989285198,control
19,0.0691337626372315,control
20,0.07076460389405273,control
21,0.06496546491964816,control
22,0.07162694339218763,control
23,0.06352591180419168,control
24,0.06021636625176246,control
