time,OD600,medium
0,0.08733594529970988,glucose
1,0.0944761291221391,glucose
2,0.09782330474511976,glucose
3,0.09890809136927332,glucose
4,0.10631288104865429,glucose
5,0.11295505827561982,glucose
6,0.11802355864279107,glucose
7,0.16551743812747446,glucose
8,0.18704891153439912,glucose
9,0.237809232162019,glucose
10,0.30215877360139615,glucose
11,0.36906108102247903,glucose
12,0.44175756354898127,glucose
13,0.507048762335976,glucose
14,0.5505305634973687,glucose
15,0.5883232632635058,glucose
16,0.6032279211964671,glucose
17,0.6376655912015602,glucose
18,0.6476520559276099,glucose
19,0.65166229984985,glucose
20,0.6479440190103577,glucose
21,0.6561923844235974,glucose
22,0.6459629264937542,glucose
23,0.6507606763070588,glucose
24,0.6488593671100894,glucose
0,0.0887170775398832,lactose
1,0.0881052782749295,lactose
2,0.09556678863546039,lactose
3,0.08821960073524893,lactose
4,0.10516510082457903,lactose
5,0.10992696558521944,lactose
6,0.11696637764872019,lactose
7,0.12981383585852282,lactose
8,0.1452750287193899,lactose
9,0.18880238012136324,lactose
10,0.22682714380363678,lactose
11,0.26384806054693655,lactose
12,0.3140757236309371,lactose
13,0.3427309587864789,lactose
14,0.3785433838253759,lactose
15,0.4007661815912304,lactose
16,0.41097698894352624,lactose
17,0.427561834597428,lactose
18,0.442016825151991,lactose
19,0.44659697569905416,lactose
20,0.4338150721602095,lactose
21,0.44112896925068834,lactose
22,0.44233625613876487,lactose
23,0.44179461302727374,lactose
24,0.4600105281880478,lactose
0,0.0850636008357538,control
1,0.09543236786796934,control
2,0.09059404742852195,control
3,0.09421155621064735,control
4,0.0830416839949905,control
5,0.09029458211830585,control
6,0.08626698047835316,control
7,0.08907812753035818,control
8,0.09969314614652801,control
9,0.09247688273142098,control
10,0.08041843557509612,control
11,0.09007205132311161,control
12,0.09020337899686492,control
13,0.08478009918978578,control
14,0.08921936155370666,control
15,0.07910950062659755,control
16,0.0727447511848486,control
17,0.08106166532360724,control
18,0.08361978431975642,control
19,0.08574065859443555,control
20,0.08785570098871331,control
21,0.0871775540064119,control
22,0.09442098525443178,control
23,0.09034950424789699,control
24,0.08541634424444984,control
