time,OD600,medium
0,0.09384554936574004,glucose
1,0.09558785928214147,glucose
2,0.10018317847869257,glucose
3,0.09597095548866177,glucose
4,0.1060778714247298,glucose
5,0.11649029919607148,glucose
6,0.12590123878151288,glucose
7,0.14972833867555035,glucose
8,0.17854635085718895,glucose
9,0.23631255782453245,glucose
10,0.28694842566410594,glucose
11,0.361278482699662,glucose
12,0.43076685423143457,glucose
13,0.48652982502150205,glucose
14,0.5390739252731559,glucose
15,0.5748188000457556,glucose
16,0.5953698268562451,glucose
17,0.6091421711716246,glucose
18,0.629605244730692,glucose
19,0.6450866950743998,glucose
20,0.6344059479934837,glucose
21,0.6347136018000548,glucose
22,0.636480468611877,glucose
23,0.6370951569543617,glucose
24,0.6467348665790323,glucose
0,0.08807301926004601,lactose
1,0.09000041430851545,lactose
2,0.09605069008994079,lactose
3,0.10045569101745667,lactose
4,0.10331101926445574,lactose
5,0.10447972608239457,lactose
6,0.1059918123021489,lactose
7,0.13462205413962827,lactose
8,0.1459684609394149,lactose
9,0.17328316492555043,lactose
10,0.21041923729136158,lactose
11,0.2422166172784332,lactose
12,0.28286151777574087,lactose
13,0.3169251324202826,lactose
14,0.34403818576436385,lactose
15,0.3640671714542363,lactose
16,0.3817990267684557,lactose
17,0.37907802014154734,lactose
18,0.37725674248821583,lactose
19,0.38865986513193246,lactose
20,0.39696850379121124,lactose
21,0.39829015635858694,lactose
22,0.39435803134855674,lactose
23,0.4031449373773452,lactose
24,0.3952190827512578,lactose
0,0.09918886759204354,control
1,0.09123769375384481,control
2,0.08807734309471446,control
3,0.09413937694497854,control
4,0.0991133095105808,control
5,0.08374512401177528,control
6,0.09740016353412682,control
7,0.08571004496181914,control
8,0.09505276298693367,control
9,0.09337736770281961,control
10,0.09395894564892686,control
11,0.09239414462410027,control
12,0.09416304344800044,control
13,0.08873619834731007,control
14,0.08834635180782596,control
15,0.07954167971975475,control
16,0.09800393925990175,control
17,0.08666789716394535,control
18,0.08650949130854435,control
19,0.09913801842451518,control
20,0.09021196518035537,control
21,0.08567131908728147,control
22,0.09254049524744132,control
23,0.08311023644836543,control
24,0.09590962373981647,control
