time,OD600,medium
0,0.09165927068612062,glucose
1,0.0912581370166482,glucose
2,0.10345893879643098,glucose
3,0.09500182189288194,glucose
4,0.11110048482241532,glucose
5,0.11308551763230666,glucose
6,0.1289268347552878,glucose
7,0.15904115468085825,glucose
8,0.19869930596818489,glucose
9,0.24973806553835773,glucose
10,0.31099902463276663,glucose
11,0.37109559514365414,glucose
12,0.46030349157928574,glucose
13,0.514947695223441,glucose
14,0.5715059444122296,glucose
15,0.604514674886159,glucose
16,0.626853777195341,glucose
17,0.6392794798085226,glucose
18,0.6502662107121987,glucose
19,0.6539228011724842,glucose
20,0.6597897547813668,glucose
21,0.6622597473654147,glucose
22,0.6583168269901771,glucose
23,0.671734691815619,glucose
24,0.666018071897192,glucose
0,0.10033698556491787,lactose
1,0.09921542701545102,lactose
2,0.09644473921884493,lactose
3,0.10347915216438897,lactose
4,0.10514559048899445,lactose
5,0.11031048740522875,lactose
6,0.1197642804975451,lactose
7,0.13361070663817187,lactose
8,0.16126323251284613,lactose
9,0.1878088803803491,lactose
10,0.2244812380945297,lactose
11,0.26561906167957505,lactose
12,0.3102148171117694,lactose
13,0.34224704869039374,lactose
14,0.37880004940716716,lactose
15,0.40376346785173445,lactose
16,0.4122255817586808,lactose
17,0.4235718263388439,lactose
18,0.4353422390248872,lactose
19,0.45072937944724395,lactose
20,0.44102089420845436,lactose
21,0.4519760973607064,lactose
22,0.44025381536439495,lactose
23,0.44685291418302303,lactose
24,0.43463663742699143,lactose
0,0.08855623393108546,control
1,0.09294792173767936,control
2,0.09070863445949119,control
3,0.09013724779550485,control
4,0.08528477395983568,control
5,0.08271974731402484,control
6,0.08688895303047367,control
7,0.09324821086724025,control
8,0.08189339856675584,control
9,0.08971658880524987,control
10,0.08575697461118727,control
11,0.09431225029061048,control
12,0.08463078952729164,control
13,0.09227184111051535,control
14,0.0870965343262153,control
15,0.09298536997421097,control
16,0.09161271202653799,control
17,0.09032683792446596,control
18,0.08593108976472588,control
19,0.09773489915472973,control
20,0.09117615528661782,control
21,0.08534241146173509,control
22,0.09717923732263875,control
23,0.10012323161928695,control
24,0.090385508926852,control
