time,OD600,medium
0,0.09540780053438871,glucose
1,0.09719331505839456,glucose
2,0.10077793573529542,glucose
3,0.10329569576671173,glucose
4,0.10927856583073439,glucose
5,0.11415411770409235,glucose
6,0.131655269414922,glucose
7,0.16840414911224766,glucose
8,0.20381831868199687,glucose
9,0.25135817285618994,glucose
10,0.3293628172773827,glucose
11,0.4035493323350298,glucose
12,0.47308306220818347,glucose
13,0.5428225434606525,glucose
14,0.5983443809554645,glucose
15,0.63836956851704,glucose
16,0.6602097034120509,glucose
17,0.6790593006753041,glucose
18,0.685821882020325,glucose
19,0.7006758107800913,glucose
20,0.6918229279073442,glucose
21,0.7096786571198471,glucose
22,0.7188652437937105,glucose
23,0.7090256768618519,glucose
24,0.7141461941251184,glucose
0,0.08498209192360479,lactose
1,0.09753237448635933,lactose
2,0.09433498243211019,lactose
3,0.08787000148359808,lactose
4,0.09313543520973483,lactose
5,0.10290332347405609,lactose
6,0.11679254441680348,lactose
7,0.12606891901614764,lactose
8,0.1553373371693154,lactose
9,0.18121806915803818,lactose
10,0.21467609029399062,lactose
11,0.2567423423926568,lactose
12,0.29462636822361704,lactose
13,0.32088805250244123,lactose
14,0.3410853657264311,lactose
15,0.3655895394533932,lactose
16,0.3955492465994379,lactose
17,0.3873130210930156,lactose
18,0.40702494147416113,lactose
19,0.40104107241099574,lactose
20,0.4057839870928622,lactose
21,0.40261835849740657,lactose
22,0.40619057094184335,lactose
23,0.4075066343846167,lactose
24,0.4114737036068617,lactose
0,0.08802075117388596,control
1,0.08913100941363018,control
2,0.08150055688377816,control
3,0.08847929896756203,control
4,0.08772741044992363,control
5,0.09693269187082666,control
6,0.08490059543348547,control
7,0.09437485797329492,control
8,0.09195930580992856,control
9,0.09892197015038862,control
10,0.10250369450467815,control
11,0.11257838258269001,control
12,0.12116831132317366,control
13,0.11306059723155497,control
14,0.12557567771624556,control
15,0.12011202928281563,control
16,0.12244377069964457,control
17,0.1253554780614982,control
18,0.12475472767459735,control
19,0.12076172623429311,control
20,0.1193961471002426,control
21,0.1266861507986316,control
22,0.11871475653317778,control
23,0.1235359769521924,control
24,0.129421746330769,control
