time,OD600,medium
0,0.09441507880629568,glucose
1,0.09166907847616221,glucose
2,0.10292792747314018,glucose
3,0.08838908320178886,glucose
4,0.10365399631639223,glucose
5,0.11216226616050476,glucose
6,0.12003379138714364,glucose
7,0.1594255595852648,glucose
8,0.1784765909993771,glucose
9,0.22918372532127612,glucose
10,0.28174030332867717,glucose
11,0.34401754346281177,glucose
12,0.4108328034391917,glucose
13,0.4709617188271676,glucose
14,0.5135064541992869,glucose
15,0.5535406288277475,glucose
16,0.570467744534837,glucose
17,0.5834846807181223,glucose
18,0.5901897273008442,glucose
19,0.5985555889066997,glucose
20,0.602992088410368,glucose
21,0.6053597891706227,glucose
22,0.6083390565967537,glucose
23,0.6134079780717011,glucose
24,0.6139814426106838,glucose
0,0.08924923940910658,lactose
1,0.09163048675985803,lactose
2,0.09082073060835386,lactose
3,0.09084573035864345,lactose
4,0.09540938164381609,lactose
5,0.10623335604790081,lactose
6,0.1141515490173593,lactose
7,0.13393730609030055,lactose
8,0.15167624985502037,lactose
9,0.1849630776869317,lactose
10,0.21819360737527285,lactose
11,0.2654660778937768,lactose
12,0.28607466165976947,lactose
13,0.33518204201058915,lactose
14,0.35727389080709604,lactose
15,0.37294437848795636,lactose
16,0.3905815819236918,lactose
17,0.406792109952837,lactose
18,0.4120937169072628,lactose
19,0.42129401841928976,lactose
20,0.4147812588036939,lactose
21,0.4190789590633826,lactose
22,0.4220933620347517,lactose
23,0.4166746533024717,lactose
24,0.4174912019435527,lactose
0,0.09313772709522977,control
1,0.10072189164203048,control
2,0.09888862474732117,control
3,0.08937335126930368,control
4,0.08797476185935937,control
5,0.09770592422674713,control
6,0.10049891945716968,control
7,0.09263096080907379,control
8,0.0928413970910794,control
9,0.09174431950448732,control
10,0.0978105811272439,control
11,0.0946645959589011,control
12,0.10375613696318223,control
13,0.09864240599803475,control
14,0.10368695006921887,control
15,0.10523833335157193,control
16,0.10472916681352444,control
17,0.11206842302749338,control
18,0.11037550581261996,control
19,0.10487366924700421,control
20,0.1146380063523246,control
21,0.10765981958023176,control
22,0.11091131750574391,control
23,0.10318654833750847,control
24,0.11418008398112181,control
