time,OD600,medium
0,0.0755507084507191,glucose
1,0.09698555327304645,glucose
2,0.08814160195989558,glucose
3,0.10178454533283411,glucose
4,0.09984003649837192,glucose
5,0.11561372717424206,glucose
6,0.1353104959592278,glucose
7,0.16305115490921274,glucose
8,0.20075476341491774,glucose
9,0.2409285743545932,glucose
10,0.3083480885526539,glucose
11,0.3811155019334884,glucose
12,0.45832778027652943,glucose
13,0.5242041619374711,glucose
14,0.5806461725704445,glucose
15,0.6220698863528129,glucose
16,0.6372178120101494,glucose
17,0.6539566120177746,glucose
18,0.6690403053900544,glucose
19,0.6648492664398348,glucose
20,0.68201135853312,glucose
21,0.6727057148008433,glucose
22,0.6826485325895115,glucose
23,0.6792214988028823,glucose
24,0.6877524384183409,glucose
0,0.09624534413964733,lactose
1,0.0976068385746315,lactose
2,0.09644776879051697,lactose
3,0.09409603373670253,lactose
4,0.09704448102394288,lactose
5,0.10340106405759754,lactose
6,0.11867923173446558,lactose
7,0.13324674302745168,lactose
8,0.14341114908300262,lactose
9,0.1789759667912355,lactose
10,0.2030869017866613,lactose
11,0.25240270103552276,lactose
12,0.28772634991568397,lactose
13,0.31727660138194697,lactose
14,0.3487815943822831,lactose
15,0.35574526920492083,lactose
16,0.37239307002803396,lactose
17,0.3814780872298059,lactose
18,0.37930857525146366,lactose
19,0.39756934942220784,lactose
20,0.3884777644415187,lactose
21,0.3928695589187027,lactose
22,0.3966309571897222,lactose
23,0.40216506674385516,lactose
24,0.40266444370578364,lactose
0,0.10274945137757846,control
1,0.08541660601967271,control
2,0.08375385453615923,control
3,0.08716862215043551,control
4,0.08892569893096107,control
5,0.09555903138010126,control
6,0.09531431721055245,control
7,0.1001319698806653,control
8,0.10612962945112972,control
9,0.1006722950014946,control
10,0.10500532452617917,control
11,0.10948498735584605,control
12,0.11783719708627005,control
13,0.12517468570946222,control
14,0.12652209755695337,control
15,0.12761285458218913,control
16,0.13432691577770253,control
17,0.12906039040961406,control
18,0.1282108070974316,control
19,0.13884458167569913,control
20,0.1414310689644491,control
21,0.1392168194405265,control
22,0.13435579213886836,control
23,0.136136886843061,control
24,0.13974591064514066,control
