time,OD600,medium
0,0.09788158770024882,glucose
1,0.09787872361295095,glucose
2,0.09551266250681152,glucose
3,0.09953791695264337,glucose
4,0.10247221296719002,glucose
5,0.1104284498118646,glucose
6,0.13730519923699486,glucose
7,0.15759670282436222,glucose
8,0.19179664048362857,glucose
9,0.24737035786630365,glucose
10,0.29799043431222527,glucose
11,0.3737280211460344,glucose
12,0.4381838360919098,glucose
13,0.4963966029340626,glucose
14,0.544690949115811,glucose
15,0.5916302082485013,glucose
16,0.6100668616420952,glucose
17,0.6194429372730129,glucose
18,0.634216499396805,glucose
19,0.6419356348684133,glucose
20,0.6394058250253042,glucose
21,0.6517951672364459,glucose
22,0.6531287692973962,glucose
23,0.6422383309395107,glucose
24,0.6547201118794641,glucose
0,0.08846898620582,lactose
1,0.09817183717538461,lactose
2,0.09557166464929383,lactose
3,0.09733650341187336,lactose
4,0.10088381956435923,lactose
5,0.11345945377219233,lactose
6,0.12261002878700399,lactose
7,0.1267063372629842,lactose
8,0.1611455865189277,lactose
9,0.1861550539752831,lactose
10,0.21913337462209898,lactose
11,0.2641902552865492,lactose
12,0.3050686876647801,lactose
13,0.34535635187980035,lactose
14,0.3774643591069368,lactose
15,0.3848749666649306,lactose
16,0.4063363342824669,lactose
17,0.41783282086684254,lactose
18,0.4138889814313498,lactose
19,0.43305442488981727,lactose
20,0.4303377332823322,lactose
21,0.4269713415958285,lactose
22,0.43117998970139826,lactose
23,0.44113112808397065,lactose
24,0.4351345521053906,lactose
0,0.08952834639714782,control
1,0.08175371543143306,control
2,0.08770303137365792,control
3,0.09368512615976457,control
4,0.09453452769922346,control
5,0.09002152688968047,control
6,0.09236557757612834,control
7,0.09367611361158956,control
8,0.08804420240437053,control
9,0.10316722235841336,control
10,0.0872985793814822,control
11,0.09419143879486849,control
12,0.09077332003141177,control
13,0.09749191155863422,control
14,0.09886704109355962,control
15,0.10570585840632273,control
16,0.09743939287112924,control
17,0.10864533674748204,control
18,0.0968873444065213,control
19,0.10878680247923578,control
20,0.0927721372898654,control
21,0.10492513113990047,control
22,0.10450533465984319,control
23,0.10769176285136499,control
24,0.11108054061516519,control
