time,OD600,medium
0,0.09508240820838039,glucose
1,0.10463818191986679,glucose
2,0.09156687659205516,glucose
3,0.10060698015265898,glucose
4,0.10284046150288013,glucose
5,0.11291819701063813,glucose
6,0.13913934978727702,glucose
7,0.1535590912710054,glucose
8,0.20132548697805525,glucose
9,0.2469781808835302,glucose
10,0.3035929874850477,glucose
11,0.37831590733121234,glucose
12,0.44541662410445276,glucose
13,0.5149344197200424,glucose
14,0.5622911154233889,glucose
15,0.594117959443526,glucose
16,0.6192759892923989,glucose
17,0.625200481930828,glucose
18,0.6497680516786561,glucose
19,0.6433001812893699,glucose
20,0.6553163999361984,glucose
21,0.6562162039851218,glucose
22,0.6653325528848812,glucose
23,0.655278016807627,glucose
24,0.6639412143785453,glucose
0,0.09091360799774348,lactose
1,0.09551737855513805,lactose
2,0.09920458836434039,lactose
3,0.09829962115524604,lactose
4,0.09360568154691423,lactose
5,0.10684326964478286,lactose
6,0.1168234800245334,lactose
7,0.1263378827033731,lactose
8,0.14677662671338268,lactose
9,0.17481379890452847,lactose
10,0.21230636453533464,lactose
11,0.2471449817841777,lactose
12,0.2911297485216054,lactose
13,0.32193801019471263,lactose
14,0.35067724810562273,lactose
15,0.37259796127175676,lactose
16,0.38293993999877973,lactose
17,0.39008447206446467,lactose
18,0.4041545959776264,lactose
19,0.4103793492428137,lactose
20,0.4127537949951738,lactose
21,0.41229253414860223,lactose
22,0.41526870236385216,lactose
23,0.414416509186722,lactose
24,0.41858839082593935,lactose
0,0.09293082050716536,control
1,0.08626017677150889,control
2,0.09222879747333239,control
3,0.09057194068142982,control
4,0.09084151780902983,control
5,0.09525347541261185,control
6,0.09417443578748018,control
7,0.08542728287608728,control
8,0.09596879748877045,control
9,0.08861267135107863,control
10,0.08641376349654253,control
11,0.09030631101843466,control
12,0.08906059708644888,control
13,0.09364764587809879,control
14,0.09612789678901598,control
15,0.08823055458570224,control
16,0.09410677307498759,control
17,0.0875743425247263,control
18,0.0943246721217751,control
19,0.0899165893508985,control
20,0.09148419271294829,control
21,0.09628759500895086,control
22,0.08790632342572391,control
23,0.09802484623025674,control
24,0.0886316920372801,control
