time,OD600,medium
0,0.08747276569944788,glucose
1,0.09669852019239807,glucose
2,0.10381104062518433,glucose
3,0.09712072280577756,glucose
4,0.10599750986785429,glucose
5,0.11553436636429165,glucose
6,0.12566899708928223,glucose
7,0.1584991924877972,glucose
8,0.19913742433361764,glucose
9,0.24141420921292064,glucose
10,0.29828266094873457,glucose
11,0.37342719017551296,glucose
12,0.43918070681823523,glucose
13,0.5138256903181053,glucose
14,0.5505520764885222,glucose
15,0.5934138219625225,glucose
16,0.6066284241098165,glucose
17,0.6281809170669678,glucose
18,0.6424380303109614,glucose
19,0.6490243380617623,glucose
20,0.6513955508366626,glucose
21,0.6539182950837469,glucose
22,0.6605103205946546,glucose
23,0.6433310945313507,glucose
24,0.6564519239994776,glucose
0,0.09907618260221497,lactose
1,0.09312458087225728,lactose
2,0.09801092273074342,lactose
3,0.09972702748294177,lactose
4,0.09696394032427157,lactose
5,0.09914091207452425,lactose
6,0.12239774953657119,lactose
7,0.1254366522002226,lactose
8,0.1416248844795246,lactose
9,0.16965245464495923,lactose
10,0.20946320587777623,lactose
11,0.2399329763514881,lactose
12,0.2740394657980865,lactose
13,0.3081230797466873,lactose
14,0.33674291199073203,lactose
15,0.3536680025710579,lactose
16,0.36889660094060617,lactose
17,0.3748535864154378,lactose
18,0.378627851071525,lactose
19,0.3819406244252387,lactose
20,0.3893571437656885,lactose
21,0.3781526503063177,lactose
22,0.38164567026346646,lactose
23,0.394151271504599,lactose
24,0.3955716710752868,lactose
0,0.09957356414016852,control
1,0.09206150770701282,control
2,0.09114460508679031,control
3,0.0832571279253742,control
4,0.09119648360986989,control
5,0.09275167060869347,control
6,0.08062564133944386,control
7,0.08390622239357583,control
8,0.0876239765012362,control
9,0.0839605503223908,control
10,0.07599339234442841,control
11,0.07961115989998598,control
12,0.08146500593675195,control
13,0.07689074985841071,control
14,0.07117792763396961,control
15,0.07638926047929895,control
16,0.0674651436524298,control
17,0.06264873046146913,control
18,0.07008055329206608,control
19,0.07436009128877097,control
20,0.0618905246316077,control
21,0.06885888526036778,control
22,0.06978634071004566,control
23,0.06727834953664587,control
24,0.07170698981332432,control
