time,OD600,medium
0,0.0914670545791017,glucose
1,0.09652997977446022,glucose
2,0.09966315852312047,glucose
3,0.09888230483359442,glucose
4,0.10813691695441831,glucose
5,0.11496168068992417,glucose
6,0.12726541406183073,glucose
7,0.1607995371847748,glucose
8,0.1913126716241489,glucose
9,0.24991412635393806,glucose
10,0.3027814514725422,glucose
11,0.3730375227102384,glucose
12,0.43410852434199404,glucose
13,0.4928286001606562,glucose
14,0.544004561395703,glucose
15,0.5817281486053312,glucose
16,0.599632740979745,glucose
17,0.6123718927454217,glucose
18,0.6289385103996865,glucose
19,0.6334003887814209,glucose
20,0.6342784032326483,glucose
21,0.635704108281157,glucose
22,0.6456559971463849,glucose
23,0.6396524263340705,glucose
24,0.6380403676002854,glucose
0,0.0743442711705143,lactose
1,0.09251472362508766,lactose
2,0.1011211347613485,lactose
3,0.10390294683304029,lactose
4,0.11124256989247698,lactose
5,0.10996710552528124,lactose
6,0.11600114486792024,lactose
7,0.13874311649392204,lactose
8,0.1496376668425133,lactose
9,0.17420960850935188,lactose
10,0.21785033359230005,lactose
11,0.25688703092112875,lactose
12,0.30070003686117797,lactose
13,0.3347486519384749,lactose
14,0.3544370301587195,lactose
15,0.38284674049127954,lactose
16,0.3964024209781837,lactose
17,0.4038674477155213,lactose
18,0.40867097109001294,lactose
19,0.40687987890960925,lactose
20,0.4265701762247599,lactose
21,0.4258009789490629,lactose
22,0.4220539541108858,lactose
23,0.4278762995156331,lactose
24,0.415748286125306,lactose
0,0.08428422984506248,control
1,0.09004851052275921,control
2,0.08572162160522676,control
3,0.08404774605771288,control
4,0.0943957822510629,control
5,0.08618384446280701,control
6,0.0917495131392852,control
7,0.09164133286757963,control
8,0.09247456658063578,control
9,0.0940053421244094,control
10,0.0944294500450337,control
11,0.09334758418502782,control
12,0.09525093848708933,control
13,0.10581421766145281,control
14,0.09439927721450955,control
15,0.11068843081968359,control
16,0.09509849576060121,control
17,0.0940581237281425,control
18,0.09775022902138587,control
19,0.09476886912245813,control
20,0.1045517178336894,control
21,0.10802691467866196,control
22,0.10093639278992791,control
23,0.10211342325568568,control
24,0.10330494784894557,control
